0.000361271	0
0.005049278	0
0.009184205	0.002088999
0.010295631	0.023877487
0.010817106	0.074919452
0.011449197	0.147791086
0.012219557	0.253279936
0.012726547	0.320582777
0.013234853	0.393518055
0.01397756	0.50005702
0.014484549	0.571178462
0.01513263	0.664529616
0.015733368	0.746356778
0.016216215	0.818910195
0.016839526	0.900373681
0.017401385	0.985019335
0.017933395	1.058718332
0.018520712	1.141581972
0.019122076	1.223045458
0.019613702	1.297189959
0.020219456	1.387336216
0.020759367	1.460435148
0.021272941	1.536807166
0.022106949	1.65072876
0.023063865	1.787198282
0.023704734	1.880481247
0.024245272	1.956307751
0.024766998	2.044681086
0.025392066	2.140146109
0.026171644	2.25534057
0.026733503	2.334894755
0.027307903	2.41944949
0.027973103	2.508641096
0.028495163	2.583952392
0.029061202	2.667113034
0.029700818	2.756329437
0.030443524	2.867589582
0.030971583	2.949689501
0.031642239	3.04842761
0.032189675	3.131073044
0.032703249	3.210990906
0.033311929	3.298030762
0.03387525	3.378804778
0.034593668	3.485990784
