1.68413E-05	0.016798678
4.31444E-05	0.0544965
9.57508E-05	0.204573812
0.000148357	0.246031895
0.000218499	0.423224349
0.00025357	0.396061609
0.000323712	0.606112727
0.000411389	0.783749431
0.000463995	0.998655572
0.000490299	0.946678273
0.000595511	1.050632872
0.000727027	1.11574729
0.000858543	1.157728955
0.000990059	1.213990098
0.001332	1.249688792
0.00198958	1.28310277
0.002384128	1.29652548
0.003241611	1.294640588
0.003848338	1.293955174
0.004432018	1.316720741
0.005005678	1.320229413
0.005593116	1.332509764
0.00629015	1.363353436
0.00681183	1.35392898
0.00744749	1.347503215
0.008736346	1.358212824
0.009407077	1.372777891
0.010064656	1.383915884
0.012221517	1.39933772
0.013194735	1.413902787
0.014492359	1.420185757
0.01472032	1.420756936
0.01529899	1.427611086
0.016614149	1.444746459
0.017424287	1.465308907
0.017876701	1.475590131
0.018921313	1.47289743
0.019408131	1.482444281
0.019875743	1.492725505
0.020507019	1.503006729
0.020980477	1.509860878
0.022091055	1.520522888
0.022734022	1.530423326
0.023391602	1.548129879
0.023996575	1.547558699
0.024570861	1.545845162
0.025066237	1.552128132
0.026346326	1.557839923
0.026977602	1.564694073
0.027556272	1.564694073
0.028634702	1.565979226
0.029362424	1.580687088
0.030274267	1.593253028
0.032438142	1.615072071
0.032790605	1.621240805
0.03340873	1.628951723
0.034342493	1.622219969
0.034798415	1.626381417
